PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
668,3,"Rommetvedt, Mr. Knud Paust",1,,0,0,312993,7.775,G,S,0
669,3,"Cook, Mr. Jacob",1,43,0,0,A/5 3536,8.05,G,S,0
670,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",0,,1,0,19996,52,C,S,1
671,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",0,40,1,1,29750,39,A,S,1
672,1,"Davidson, Mr. Thornton",1,31,1,0,F.C. 12750,52,B,S,0
673,2,"Mitchell, Mr. Henry Michael",1,70,0,0,C.A. 24580,10.5,G,S,0
674,2,"Wilhelms, Mr. Charles",1,31,0,0,244270,13,G,S,1
675,2,"Watson, Mr. Ennis Hastings",1,,0,0,239856,0,G,S,0
676,3,"Edvardsson, Mr. Gustaf Hjalmar",1,18,0,0,349912,7.775,G,S,0
677,3,"Sawyer, Mr. Frederick Charles",1,24.5,0,0,342826,8.05,G,S,0
678,3,"Turja, Miss. Anna Sofia",0,18,0,0,4138,9.8417,G,S,1
679,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",0,43,1,6,CA 2144,46.9,A,S,0
680,1,"Cardeza, Mr. Thomas Drake Martinez",1,36,0,1,PC 17755,512.3292,B,C,1
681,3,"Peters, Miss. Katie",0,,0,0,330935,8.1375,G,Q,0
682,1,"Hassab, Mr. Hammad",1,27,0,0,PC 17572,76.7292,D,C,1
683,3,"Olsvigen, Mr. Thor Anderson",1,20,0,0,6563,9.225,G,S,0
684,3,"Goodwin, Mr. Charles Edward",1,14,5,2,CA 2144,46.9,A,S,0
685,2,"Brown, Mr. Thomas William Solomon",1,60,1,1,29750,39,A,S,0
686,2,"Laroche, Mr. Joseph Philippe Lemercier",1,25,1,2,SC/Paris 2123,41.5792,A,C,0
687,3,"Panula, Mr. Jaako Arnold",1,14,4,1,3101295,39.6875,A,S,0
688,3,"Dakic, Mr. Branko",1,19,0,0,349228,10.1708,G,S,0
689,3,"Fischer, Mr. Eberhard Thelander",1,18,0,0,350036,7.7958,G,S,0
690,1,"Madill, Miss. Georgette Alexandra",0,15,0,1,24160,211.3375,B,S,1
691,1,"Dick, Mr. Albert Adrian",1,31,1,0,17474,57,B,S,1
692,3,"Karun, Miss. Manca",0,4,0,1,349256,13.4167,G,C,1
693,3,"Lam, Mr. Ali",1,,0,0,1601,56.4958,C,S,1
694,3,"Saad, Mr. Khalil",1,25,0,0,2672,7.225,G,C,0
695,1,"Weir, Col. John",1,60,0,0,113800,26.55,F,S,0
696,2,"Chapman, Mr. Charles Henry",1,52,0,0,248731,13.5,G,S,0
697,3,"Kelly, Mr. James",1,44,0,0,363592,8.05,G,S,0
698,3,"Mullens, Miss. Katherine ""Katie""",0,,0,0,35852,7.7333,G,Q,1
699,1,"Thayer, Mr. John Borland",1,49,1,1,17421,110.8833,C,C,0
700,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",1,42,0,0,348121,7.65,F,S,0
701,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",0,18,1,0,PC 17757,227.525,C,C,1
702,1,"Silverthorne, Mr. Spencer Victor",1,35,0,0,PC 17475,26.2875,E,S,1
703,3,"Barbara, Miss. Saiide",0,18,0,1,2691,14.4542,G,C,0
704,3,"Gallagher, Mr. Martin",1,25,0,0,36864,7.7417,G,Q,0
705,3,"Hansen, Mr. Henrik Juul",1,26,1,0,350025,7.8542,G,S,0
706,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",1,39,0,0,250655,26,F,S,0
707,2,"Kelly, Mrs. Florence ""Fannie""",0,45,0,0,223596,13.5,G,S,1
708,1,"Calderhead, Mr. Edward Pennington",1,42,0,0,PC 17476,26.2875,E,S,1
709,1,"Cleaver, Miss. Alice",0,22,0,0,113781,151.55,B,S,1
710,3,"Moubarek, Master. Halim Gonios (""William George"")",1,,1,1,2661,15.2458,G,C,1
711,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",0,24,0,0,PC 17482,49.5042,C,C,1
712,1,"Klaber, Mr. Herman",1,,0,0,113028,26.55,C,S,0
713,1,"Taylor, Mr. Elmer Zebley",1,48,1,0,19996,52,C,S,1
714,3,"Larsson, Mr. August Viktor",1,29,0,0,7545,9.4833,G,S,0
715,2,"Greenberg, Mr. Samuel",1,52,0,0,250647,13,G,S,0
716,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",1,19,0,0,348124,7.65,F,S,0
717,1,"Endres, Miss. Caroline Louise",0,38,0,0,PC 17757,227.525,C,C,1
718,2,"Troutt, Miss. Edwina Celia ""Winnie""",0,27,0,0,34218,10.5,E,S,1
719,3,"McEvoy, Mr. Michael",1,,0,0,36568,15.5,G,Q,0
720,3,"Johnson, Mr. Malkolm Joackim",1,33,0,0,347062,7.775,G,S,0
721,2,"Harper, Miss. Annie Jessie ""Nina""",0,6,0,1,248727,33,T,S,1
722,3,"Jensen, Mr. Svend Lauritz",1,17,1,0,350048,7.0542,G,S,0
723,2,"Gillespie, Mr. William Henry",1,34,0,0,12233,13,G,S,0
724,2,"Hodges, Mr. Henry Price",1,50,0,0,250643,13,G,S,0
725,1,"Chambers, Mr. Norman Campbell",1,27,1,0,113806,53.1,E,S,1
726,3,"Oreskovic, Mr. Luka",1,20,0,0,315094,8.6625,G,S,0
727,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",0,30,3,0,31027,21,F,S,1
728,3,"Mannion, Miss. Margareth",0,,0,0,36866,7.7375,G,Q,1
729,2,"Bryhl, Mr. Kurt Arnold Gottfrid",1,25,1,0,236853,26,F,S,0
730,3,"Ilmakangas, Miss. Pieta Sofia",0,25,1,0,STON/O2. 3101271,7.925,G,S,0
731,1,"Allen, Miss. Elisabeth Walton",0,29,0,0,24160,211.3375,B,S,1
732,3,"Hassan, Mr. Houssein G N",1,11,0,0,2699,18.7875,F,C,0
733,2,"Knight, Mr. Robert J",1,,0,0,239855,0,G,S,0
734,2,"Berriman, Mr. William John",1,23,0,0,28425,13,G,S,0
735,2,"Troupiansky, Mr. Moses Aaron",1,23,0,0,233639,13,G,S,0
736,3,"Williams, Mr. Leslie",1,28.5,0,0,54636,16.1,F,S,0
737,3,"Ford, Mrs. Edward (Margaret Ann Watson)",0,48,1,3,W./C. 6608,34.375,T,S,0
738,1,"Lesurer, Mr. Gustave J",1,35,0,0,PC 17755,512.3292,B,C,1
739,3,"Ivanoff, Mr. Kanio",1,,0,0,349201,7.8958,G,S,0
740,3,"Nankoff, Mr. Minko",1,,0,0,349218,7.8958,G,S,0
741,1,"Hawksford, Mr. Walter James",1,,0,0,16988,30,D,S,1
742,1,"Cavendish, Mr. Tyrell William",1,36,1,0,19877,78.85,C,S,0
743,1,"Ryerson, Miss. Susan Parker ""Suzette""",0,21,2,2,PC 17608,262.375,B,C,1
744,3,"McNamee, Mr. Neal",1,24,1,0,376566,16.1,F,S,0
745,3,"Stranden, Mr. Juho",1,31,0,0,STON/O 2. 3101288,7.925,G,S,1
746,1,"Crosby, Capt. Edward Gifford",1,70,1,1,WE/P 5735,71,B,S,0
747,3,"Abbott, Mr. Rossmore Edward",1,16,1,1,C.A. 2673,20.25,F,S,0
748,2,"Sinkkonen, Miss. Anna",0,30,0,0,250648,13,G,S,1
749,1,"Marvin, Mr. Daniel Warner",1,19,1,0,113773,53.1,D,S,0
750,3,"Connaghton, Mr. Michael",1,31,0,0,335097,7.75,G,Q,0
751,2,"Wells, Miss. Joan",0,4,1,1,29103,23,F,S,1
752,3,"Moor, Master. Meier",1,6,0,1,392096,12.475,E,S,1
753,3,"Vande Velde, Mr. Johannes Joseph",1,33,0,0,345780,9.5,G,S,0
754,3,"Jonkoff, Mr. Lalio",1,23,0,0,349204,7.8958,G,S,0
755,2,"Herman, Mrs. Samuel (Jane Laver)",0,48,1,2,220845,65,C,S,1
756,2,"Hamalainen, Master. Viljo",1,0.67,1,1,250649,14.5,G,S,1
757,3,"Carlsson, Mr. August Sigfrid",1,28,0,0,350042,7.7958,G,S,0
758,2,"Bailey, Mr. Percy Andrew",1,18,0,0,29108,11.5,G,S,0
759,3,"Theobald, Mr. Thomas Leonard",1,34,0,0,363294,8.05,G,S,0
760,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",0,33,0,0,110152,86.5,B,S,1
761,3,"Garfirth, Mr. John",1,,0,0,358585,14.5,G,S,0
762,3,"Nirva, Mr. Iisakki Antino Aijo",1,41,0,0,SOTON/O2 3101272,7.125,G,S,0
763,3,"Barah, Mr. Hanna Assi",1,20,0,0,2663,7.2292,G,C,1
764,1,"Carter, Mrs. William Ernest (Lucile Polk)",0,36,1,2,113760,120,B,S,1
765,3,"Eklund, Mr. Hans Linus",1,16,0,0,347074,7.775,G,S,0
766,1,"Hogeboom, Mrs. John C (Anna Andrews)",0,51,1,0,13502,77.9583,D,S,1
767,1,"Brewe, Dr. Arthur Jackson",1,,0,0,112379,39.6,A,C,0
768,3,"Mangan, Miss. Mary",0,30.5,0,0,364850,7.75,G,Q,0
769,3,"Moran, Mr. Daniel J",1,,1,0,371110,24.15,F,Q,0
770,3,"Gronnestad, Mr. Daniel Danielsen",1,32,0,0,8471,8.3625,G,S,0
771,3,"Lievens, Mr. Rene Aime",1,24,0,0,345781,9.5,G,S,0
772,3,"Jensen, Mr. Niels Peder",1,48,0,0,350047,7.8542,G,S,0
773,2,"Mack, Mrs. (Mary)",0,57,0,0,S.O./P.P. 3,10.5,E,S,0
774,3,"Elias, Mr. Dibo",1,,0,0,2674,7.225,G,C,0
775,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",0,54,1,3,29105,23,F,S,1
776,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",1,18,0,0,347078,7.75,G,S,0
777,3,"Tobin, Mr. Roger",1,,0,0,383121,7.75,F,Q,0
778,3,"Emanuel, Miss. Virginia Ethel",0,5,0,0,364516,12.475,G,S,1
779,3,"Kilgannon, Mr. Thomas J",1,,0,0,36865,7.7375,G,Q,0
780,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",0,43,0,1,24160,211.3375,B,S,1
781,3,"Ayoub, Miss. Banoura",0,13,0,0,2687,7.2292,G,C,1
782,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",0,17,1,0,17474,57,B,S,1
783,1,"Long, Mr. Milton Clyde",1,29,0,0,113501,30,D,S,0
784,3,"Johnston, Mr. Andrew G",1,,1,2,W./C. 6607,23.45,F,S,0
785,3,"Ali, Mr. William",1,25,0,0,SOTON/O.Q. 3101312,7.05,G,S,0
786,3,"Harmer, Mr. Abraham (David Lishin)",1,25,0,0,374887,7.25,G,S,0
787,3,"Sjoblom, Miss. Anna Sofia",0,18,0,0,3101265,7.4958,G,S,1
788,3,"Rice, Master. George Hugh",1,8,4,1,382652,29.125,T,Q,0
789,3,"Dean, Master. Bertram Vere",1,1,1,2,C.A. 2315,20.575,F,S,1
790,1,"Guggenheim, Mr. Benjamin",1,46,0,0,PC 17593,79.2,B,C,0
791,3,"Keane, Mr. Andrew ""Andy""",1,,0,0,12460,7.75,G,Q,0
792,2,"Gaskell, Mr. Alfred",1,16,0,0,239865,26,F,S,0
793,3,"Sage, Miss. Stella Anna",0,,8,2,CA. 2343,69.55,C,S,0
794,1,"Hoyt, Mr. William Fisher",1,,0,0,PC 17600,30.6958,T,C,0
795,3,"Dantcheff, Mr. Ristiu",1,25,0,0,349203,7.8958,G,S,0
796,2,"Otter, Mr. Richard",1,39,0,0,28213,13,G,S,0
797,1,"Leader, Dr. Alice (Farnham)",0,49,0,0,17465,25.9292,D,S,1
798,3,"Osman, Mrs. Mara",0,31,0,0,349244,8.6833,G,S,1
799,3,"Ibrahim Shawah, Mr. Yousseff",1,30,0,0,2685,7.2292,G,C,0
800,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",0,30,1,1,345773,24.15,F,S,0
801,2,"Ponesell, Mr. Martin",1,34,0,0,250647,13,G,S,0
802,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",0,31,1,1,C.A. 31921,26.25,F,S,1
803,1,"Carter, Master. William Thornton II",1,11,1,2,113760,120,B,S,1
804,3,"Thomas, Master. Assad Alexander",1,0.42,0,1,2625,8.5167,G,C,1
805,3,"Hedman, Mr. Oskar Arvid",1,27,0,0,347089,6.975,G,S,1
806,3,"Johansson, Mr. Karl Johan",1,31,0,0,347063,7.775,G,S,0
807,1,"Andrews, Mr. Thomas Jr",1,39,0,0,112050,0,A,S,0
808,3,"Pettersson, Miss. Ellen Natalia",0,18,0,0,347087,7.775,G,S,0
809,2,"Meyer, Mr. August",1,39,0,0,248723,13,G,S,0
810,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",0,33,1,0,113806,53.1,E,S,1
811,3,"Alexander, Mr. William",1,26,0,0,3474,7.8875,G,S,0
812,3,"Lester, Mr. James",1,39,0,0,A/4 48871,24.15,F,S,0
813,2,"Slemen, Mr. Richard James",1,35,0,0,28206,10.5,G,S,0
814,3,"Andersson, Miss. Ebba Iris Alfrida",0,6,4,2,347082,31.275,T,S,0
815,3,"Tomlin, Mr. Ernest Portage",1,30.5,0,0,364499,8.05,G,S,0
816,1,"Fry, Mr. Richard",1,,0,0,112058,0,B,S,0
817,3,"Heininen, Miss. Wendla Maria",0,23,0,0,STON/O2. 3101290,7.925,G,S,0
818,2,"Mallet, Mr. Albert",1,31,1,1,S.C./PARIS 2079,37.0042,T,C,0
819,3,"Holm, Mr. John Fredrik Alexander",1,43,0,0,C 7075,6.45,G,S,0
820,3,"Skoog, Master. Karl Thorsten",1,10,3,2,347088,27.9,T,S,0
821,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",0,52,1,1,12749,93.5,B,S,1
822,3,"Lulic, Mr. Nikola",1,27,0,0,315098,8.6625,G,S,1
823,1,"Reuchlin, Jonkheer. John George",1,38,0,0,19972,0,G,S,0
824,3,"Moor, Mrs. (Beila)",0,27,0,1,392096,12.475,E,S,1
825,3,"Panula, Master. Urho Abraham",1,2,4,1,3101295,39.6875,A,S,0
826,3,"Flynn, Mr. John",1,,0,0,368323,6.95,G,Q,0
827,3,"Lam, Mr. Len",1,,0,0,1601,56.4958,C,S,0
828,2,"Mallet, Master. Andre",1,1,0,2,S.C./PARIS 2079,37.0042,T,C,1
829,3,"McCormack, Mr. Thomas Joseph",1,,0,0,367228,7.75,G,Q,1
830,1,"Stone, Mrs. George Nelson (Martha Evelyn)",0,62,0,0,113572,80,B,C,1
831,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",0,15,1,0,2659,14.4542,G,C,1
832,2,"Richards, Master. George Sibley",1,0.83,1,1,29106,18.75,F,S,1
833,3,"Saad, Mr. Amin",1,,0,0,2671,7.2292,G,C,0
834,3,"Augustsson, Mr. Albert",1,23,0,0,347468,7.8542,G,S,0
835,3,"Allum, Mr. Owen George",1,18,0,0,2223,8.3,G,S,0
836,1,"Compton, Miss. Sara Rebecca",0,39,1,1,PC 17756,83.1583,E,C,1
837,3,"Pasic, Mr. Jakob",1,21,0,0,315097,8.6625,G,S,0
838,3,"Sirota, Mr. Maurice",1,,0,0,392092,8.05,G,S,0
839,3,"Chip, Mr. Chang",1,32,0,0,1601,56.4958,C,S,1
840,1,"Marechal, Mr. Pierre",1,,0,0,11774,29.7,C,C,1
841,3,"Alhomaki, Mr. Ilmari Rudolf",1,20,0,0,SOTON/O2 3101287,7.925,G,S,0
842,2,"Mudd, Mr. Thomas Charles",1,16,0,0,S.O./P.P. 3,10.5,G,S,0
843,1,"Serepeca, Miss. Augusta",0,30,0,0,113798,31,T,C,1
844,3,"Lemberopolous, Mr. Peter L",1,34.5,0,0,2683,6.4375,G,C,0
845,3,"Culumovic, Mr. Jeso",1,17,0,0,315090,8.6625,G,S,0
846,3,"Abbing, Mr. Anthony",1,42,0,0,C.A. 5547,7.55,G,S,0
847,3,"Sage, Mr. Douglas Bullen",1,,8,2,CA. 2343,69.55,C,S,0
848,3,"Markoff, Mr. Marin",1,35,0,0,349213,7.8958,G,C,0
849,2,"Harper, Rev. John",1,28,0,1,248727,33,T,S,0
850,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",0,,1,0,17453,89.1042,C,C,1
851,3,"Andersson, Master. Sigvard Harald Elias",1,4,4,2,347082,31.275,T,S,0
852,3,"Svensson, Mr. Johan",1,74,0,0,347060,7.775,G,S,0
853,3,"Boulos, Miss. Nourelain",0,9,1,1,2678,15.2458,G,C,0
854,1,"Lines, Miss. Mary Conover",0,16,0,1,PC 17592,39.4,D,S,1
855,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",0,44,1,0,244252,26,F,S,0
856,3,"Aks, Mrs. Sam (Leah Rosen)",0,18,0,1,392091,9.35,G,S,1
857,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",0,45,1,1,36928,164.8667,B,S,1
858,1,"Daly, Mr. Peter Denis ",1,51,0,0,113055,26.55,E,S,1
859,3,"Baclini, Mrs. Solomon (Latifa Qurban)",0,24,0,3,2666,19.2583,F,C,1
860,3,"Razi, Mr. Raihed",1,,0,0,2629,7.2292,G,C,0
861,3,"Hansen, Mr. Claus Peter",1,41,2,0,350026,14.1083,G,S,0
862,2,"Giles, Mr. Frederick Edward",1,21,1,0,28134,11.5,G,S,0
863,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",0,48,0,0,17466,25.9292,D,S,1
864,3,"Sage, Miss. Dorothy Edith ""Dolly""",0,,8,2,CA. 2343,69.55,C,S,0
865,2,"Gill, Mr. John William",1,24,0,0,233866,13,G,S,0
866,2,"Bystrom, Mrs. (Karolina)",0,42,0,0,236852,13,G,S,1
867,2,"Duran y More, Miss. Asuncion",0,27,1,0,SC/PARIS 2149,13.8583,G,C,1
868,1,"Roebling, Mr. Washington Augustus II",1,31,0,0,PC 17590,50.4958,A,S,0
869,3,"van Melkebeke, Mr. Philemon",1,,0,0,345777,9.5,G,S,0
870,3,"Johnson, Master. Harold Theodor",1,4,1,1,347742,11.1333,G,S,1
871,3,"Balkic, Mr. Cerin",1,26,0,0,349248,7.8958,G,S,0
872,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",0,47,1,1,11751,52.5542,D,S,1
873,1,"Carlsson, Mr. Frans Olof",1,33,0,0,695,5,B,S,0
874,3,"Vander Cruyssen, Mr. Victor",1,47,0,0,345765,9,G,S,0
875,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",0,28,1,0,P/PP 3381,24,F,C,1
876,3,"Najib, Miss. Adele Kiamie ""Jane""",0,15,0,0,2667,7.225,G,C,1
877,3,"Gustafsson, Mr. Alfred Ossian",1,20,0,0,7534,9.8458,G,S,0
878,3,"Petroff, Mr. Nedelio",1,19,0,0,349212,7.8958,G,S,0
879,3,"Laleff, Mr. Kristo",1,,0,0,349217,7.8958,G,S,0
880,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",0,56,0,1,11767,83.1583,C,C,1
881,2,"Shelley, Mrs. William (Imanita Parrish Hall)",0,25,0,1,230433,26,F,S,1
882,3,"Markun, Mr. Johann",1,33,0,0,349257,7.8958,G,S,0
883,3,"Dahlberg, Miss. Gerda Ulrika",0,22,0,0,7552,10.5167,G,S,0
884,2,"Banfield, Mr. Frederick James",1,28,0,0,C.A./SOTON 34068,10.5,G,S,0
885,3,"Sutehall, Mr. Henry Jr",1,25,0,0,SOTON/OQ 392076,7.05,G,S,0
886,3,"Rice, Mrs. William (Margaret Norton)",0,39,0,5,382652,29.125,T,Q,0
887,2,"Montvila, Rev. Juozas",1,27,0,0,211536,13,G,S,0
888,1,"Graham, Miss. Margaret Edith",0,19,0,0,112053,30,B,S,1
889,3,"Johnston, Miss. Catherine Helen ""Carrie""",0,,1,2,W./C. 6607,23.45,F,S,0
890,1,"Behr, Mr. Karl Howell",1,26,0,0,111369,30,C,C,1
891,3,"Dooley, Mr. Patrick",1,32,0,0,370376,7.75,G,Q,0
